,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,age_bins
107,Nov,4,Sunday,Pontiac,Urban,Thursday,Apr,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,middle
108,Jun,1,Thursday,Chevrolet,Urban,Thursday,Oct,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,middle
109,Mar,1,Thursday,Honda,Urban,Friday,Mar,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,young
110,May,2,Tuesday,Toyota,Urban,Friday,Sep,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,young
111,May,2,Monday,Pontiac,Urban,Thursday,May,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,young
112,Nov,4,Thursday,Honda,Urban,Thursday,Dec,5,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,young
113,Nov,4,Thursday,Accura,Rural,Tuesday,Jan,2,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,1,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,middle
114,Dec,4,Monday,Chevrolet,Urban,Wednesday,Jan,1,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,middle
115,Dec,2,Tuesday,Honda,Urban,Wednesday,Jan,2,Male,Single,Third Party,Sport - Collision,Sport,more than 69000,0,400,1,more than 30,more than 30,2 to 4,4 years,18 to 20,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,teens
116,Nov,5,Tuesday,Pontiac,Urban,Tuesday,Nov,5,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,No,Yes,External,more than 5,no change,1 vehicle,1994,Collision,young
117,Aug,2,Monday,Pontiac,Urban,Tuesday,Aug,5,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
118,Nov,5,Monday,Mazda,Urban,Wednesday,Dec,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,3,more than 30,more than 30,2 to 4,5 years,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils,old
119,Dec,1,Friday,Honda,Rural,Friday,Dec,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,teens
120,Feb,1,Friday,Honda,Rural,Friday,Mar,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,teens
121,Oct,2,Wednesday,Honda,Rural,Monday,Oct,3,Female,Married,Third Party,Sport - Collision,Sport,more than 69000,0,400,4,more than 30,more than 30,none,2 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,teens
122,Jun,3,Monday,Pontiac,Urban,Monday,Jun,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,young
123,Apr,4,Tuesday,Honda,Urban,Tuesday,Apr,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,3 to 4,1994,Collision,middle
124,Feb,2,Sunday,Toyota,Urban,Monday,Feb,2,Male,Single,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,none,6 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,young
125,Feb,2,Saturday,Pontiac,Urban,Monday,Feb,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,young
126,Jan,4,Saturday,Dodge,Urban,Monday,Mar,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,2,more than 30,more than 30,none,more than 7,41 to 50,Yes,No,External,none,4 to 8 years,2 vehicles,1994,Collision,middle
127,Jan,4,Sunday,Mazda,Urban,Tuesday,Jan,5,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,young
128,Jan,4,Sunday,Chevrolet,Rural,Monday,Jan,4,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,Yes,External,none,no change,1 vehicle,1994,Liability,young
129,Nov,4,Monday,Honda,Urban,Tuesday,Nov,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,young
130,Jul,2,Friday,Pontiac,Urban,Friday,Jul,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,young
131,Apr,4,Thursday,Honda,Urban,Friday,Apr,4,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,none,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994,Collision,teens
132,Oct,3,Thursday,Pontiac,Urban,Thursday,Oct,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,middle
133,Oct,3,Friday,Ford,Urban,Friday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,middle
134,Apr,1,Tuesday,Honda,Urban,Friday,Apr,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,young
135,Mar,2,Sunday,Pontiac,Urban,Monday,Mar,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,young
136,Mar,2,Monday,Toyota,Urban,Tuesday,Mar,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,young
137,Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,young
138,Dec,4,Wednesday,Mercury,Urban,Thursday,Jan,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,middle
139,Oct,5,Friday,Toyota,Urban,Friday,Feb,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,young
140,Jul,3,Monday,Honda,Urban,Tuesday,Jul,3,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,middle
141,Jun,4,Monday,Pontiac,Urban,Tuesday,Jul,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,young
142,Feb,5,Monday,Chevrolet,Urban,Friday,Mar,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,Internal,3 to 5,no change,5 to 8,1994,Liability,middle
143,Feb,3,Thursday,Toyota,Urban,Friday,Feb,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,middle
144,Feb,3,Wednesday,Toyota,Rural,Friday,Feb,4,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
145,Nov,1,Thursday,Mazda,Urban,Friday,Nov,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,young
146,Sep,3,Saturday,Mazda,Urban,Tuesday,Sep,3,Male,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,young
147,Dec,1,Monday,Toyota,Rural,Tuesday,May,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,under 6 months,2 vehicles,1994,All Perils,young
148,Jun,1,Tuesday,Accura,Urban,Thursday,Jun,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,young
149,May,4,Monday,Mazda,Urban,Monday,May,4,Male,Widow,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,middle
150,Jan,2,Monday,Pontiac,Urban,Friday,Jan,2,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,young
151,Jan,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
152,Jan,2,Tuesday,Pontiac,Urban,Friday,Jan,2,Male,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,young
153,Sep,4,Tuesday,Honda,Urban,Monday,Oct,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,500,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,All Perils,middle
154,Jan,5,Saturday,Honda,Urban,Monday,Jan,5,Female,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,young
155,Jan,5,Sunday,Accura,Urban,Tuesday,Feb,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
156,Jan,5,Monday,Mazda,Urban,Thursday,Feb,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,middle
157,Jan,4,Wednesday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,middle
158,Jan,5,Saturday,Honda,Urban,Wednesday,Feb,1,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,young
159,Jan,5,Friday,Honda,Urban,Friday,Jan,5,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,middle
160,Dec,2,Friday,Chevrolet,Urban,Friday,Jan,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,young
161,Jan,4,Tuesday,Honda,Urban,Wednesday,Jan,4,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,teens
162,Jan,4,Friday,Chevrolet,Urban,Wednesday,Jan,4,Female,Single,Third Party,Sedan - Liability,Sport,more than 69000,0,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,young
163,Jan,4,Friday,Toyota,Urban,Thursday,Jan,4,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,middle
164,Jan,2,Wednesday,Toyota,Urban,Monday,Jan,4,Female,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994,Collision,young
165,Jan,2,Thursday,Toyota,Urban,Thursday,Jan,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,middle
166,Jan,3,Friday,Honda,Urban,Monday,Jan,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,old
167,Oct,2,Saturday,Toyota,Urban,Monday,Oct,2,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,young
168,May,4,Friday,Nisson,Rural,Wednesday,Jul,2,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils,middle
169,May,3,Thursday,Honda,Urban,Monday,May,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability,middle
170,Mar,4,Friday,Pontiac,Urban,Wednesday,Mar,5,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,young
171,Mar,1,Saturday,Mazda,Urban,Monday,Mar,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,young
172,Feb,2,Monday,VW,Urban,Tuesday,Feb,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,young
173,Feb,2,Monday,Toyota,Urban,Monday,Feb,2,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,young
174,Feb,1,Monday,Honda,Urban,Tuesday,Feb,2,Female,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,young
175,Feb,1,Sunday,Chevrolet,Urban,Thursday,Feb,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,young
176,Feb,2,Tuesday,Saab,Urban,Wednesday,Feb,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,young
177,Jan,5,Tuesday,Honda,Urban,Wednesday,Feb,1,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,young
178,Jan,3,Sunday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,middle
179,Jan,3,Saturday,Mercury,Rural,Tuesday,Jan,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,middle
180,Jan,3,Monday,Ford,Urban,Tuesday,Jan,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,old
181,Jun,3,Tuesday,Pontiac,Urban,Thursday,Jul,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,middle
182,Jun,2,Thursday,Mazda,Urban,Friday,Jun,2,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,1994,All Perils,young
183,Dec,2,Sunday,Toyota,Urban,Tuesday,Feb,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,middle
184,Jan,1,Sunday,Chevrolet,Urban,Tuesday,Jan,1,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,middle
185,Jan,1,Sunday,Pontiac,Urban,Wednesday,Jan,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,middle
186,Jan,1,Monday,Honda,Urban,Wednesday,Jan,2,Male,Single,Third Party,Sedan - Liability,Sport,more than 69000,0,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,teens
187,Dec,5,Thursday,Pontiac,Urban,Friday,Jan,2,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,middle
188,Jan,1,Saturday,Chevrolet,Urban,Monday,Jan,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,young
189,Dec,2,Monday,Mazda,Urban,Monday,Jan,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils,middle
190,Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,young
191,Feb,4,Tuesday,Toyota,Urban,Wednesday,Feb,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,middle
